x, y
0.05210116422749482, 0.0000015446399136871759
0.09427181934635485, 0.0000035837803818143673
0.17670864838515865, 0.000006063475889351755
0.26227426796503917, 0.000008754457997422603
0.32580231938603155, 0.000011527257469955344
0.39953294865836103, 0.000013836125513231636
0.5007425209436251, 0.00001655767674648605
0.5713443596748778, 0.000019574130128570143
0.6518767075147655, 0.000022663409955944496
0.7692743699908178, 0.000025835406239697906
0.8857197918674119, 0.000029083825336410227
0.9960436670332038, 0.00003211196691341745
1.0873227302098332, 0.000035060089309797106
1.17248024667566, 0.00003768543770791501
1.2908301497511705, 0.00004052387089040069
1.4123088433677577, 0.000043494470584709445
1.5388208087243378, 0.00004660982407768154
1.6413907247231134, 0.00004912548326190548
1.7693990681645564, 0.00005182275901339647
1.8882931087254715, 0.000054343812749123385
2.001201636946935, 0.0000569439865735607
2.1527439266321293, 0.0000597995025024725
2.2977565664924673, 0.00006249408097821201
2.4582771246868376, 0.0000653495969071238
2.652262138233594, 0.00006829502202775197
2.821760964937141, 0.000071080408787125
3.015745978483897, 0.00007345940599994006
3.2023851359776905, 0.00007592111966913417
3.4333714985319626, 0.00007854197260766626
3.677961298221351, 0.00008109089819282525
3.947581422239353, 0.00008329996703329637
4.183192953419565, 0.00008533910750142357
4.480428054821852, 0.00008749333173494771
4.753585072494984, 0.00008908742170407888
5.057213789350777, 0.00009067341984595559
5.429539863738905, 0.00009243114454401055
5.786358019793002, 0.00009385260886504631
6.140591522791426, 0.00009515719123685077
6.570732205003798, 0.00009651661821560224
6.981011868998901, 0.0000976584649504001
7.384897917540499, 0.0000989082027152576
7.7984424064480296, 0.0000999448556957473
8.1464183283643, 0.00010089789312794078
8.560642989128587, 0.00010186891239847754
9.035811048258195, 0.00010281385800341654
9.465951730470566, 0.00010372014265591752
9.897724825139152, 0.00010445919621182605
10.311813451532087, 0.00010531872808463452
10.676113498010498, 0.00010600113884976174
11.131556573294187, 0.0001067941379207001
11.553263124482786, 0.00010770042257320107
11.924364889528755, 0.00010832349327179549
