VDS,IDS
0.050338332114118506,-3.410735826296743e-07
0.12358266276517922,1.1019300361881784e-06
0.19353511338697876,2.5738841978287093e-06
0.2932516459400146,3.972557297949336e-06
0.39379114850036573,5.4092279855247284e-06
0.5192940746159473,6.8124246079613995e-06
0.6500091441111924,8.15319662243667e-06
0.7956748354059985,9.622436670687575e-06
0.9498445501097292,1.1022919179734619e-05
1.0949615947329918,1.2194511459589867e-05
1.2768379663496707,1.3419481302774426e-05
1.4573427212874908,1.4534981905910735e-05
1.6565014630577908,1.5630579010856453e-05
1.8674561082662764,1.661761158021713e-05
2.0882863935625458,1.7534077201447527e-05
2.3152889539136794,1.82813630880579e-05
2.5398226042428673,1.884680337756333e-05
2.7884967081199705,1.9379674306393243e-05
3.0463606437454276,1.9951447527141135e-05
3.311219824433065,2.033775633293124e-05
3.5745702267739574,2.073130277442702e-05
3.8466989758595465,2.1152895054282267e-05
4.123491221653255,2.1476779252110974e-05
4.361329553767374,2.188027744270205e-05
4.617684711046086,2.210826296743064e-05
4.88130943672275,2.2324487334137514e-05
5.118324798829553,2.2618516284680337e-05
5.40019202633504,2.2929734620024124e-05
5.639676298463789,2.3192098914354644e-05
5.85378566203365,2.3430940892641733e-05
6.085863204096562,2.3594692400482508e-05
6.358952084857352,2.390319662243667e-05
6.60776335040234,2.4032569360675512e-05
6.852596927578639,2.4154704463208683e-05
7.113478419897586,2.433745476477684e-05
7.37312545720556,2.4610675512665864e-05
7.649506217995611,2.4799758745476476e-05
7.899551938551572,2.5070265379975874e-05
8.136155815654718,2.531182147165259e-05
8.379754937820044,2.5522617611580216e-05
8.643791148500366,2.57189384800965e-05
8.881355157278712,2.594601930036188e-05
9.132635332845647,2.6145054282267793e-05
9.384464155084125,2.6239143546441495e-05
9.63039502560351,2.6496984318455972e-05
9.868507681053401,2.6665259348612786e-05
10.123079736649597,2.691043425814234e-05
10.368873445501096,2.7021712907117008e-05
10.620016459400146,2.7237032569360674e-05
10.866495976591075,2.7475874547647768e-05
11.123125457205559,2.785765983112183e-05
11.365764447695684,2.8084740651387213e-05
11.609226408193123,2.834620024125452e-05
11.863249817117776,2.8721652593486125e-05
