VDS,IDS
0.03305596196049744,1.8727382388419782e-07
0.0718727139722019,1.818455971049457e-06
0.13153803950256035,3.24065138721351e-06
0.22988295537673736,5.403799758745476e-06
0.28927395757132407,7.179734620024125e-06
0.34935076810534016,9.236127864897467e-06
0.41011338697878563,1.1190289505428227e-05
0.49282187271397215,1.3139927623642944e-05
0.5615398683247989,1.4894149577804583e-05
0.6408193123628383,1.662213510253317e-05
0.6822421360643744,1.8221652593486127e-05
0.7383412582297,2.0059107358262964e-05
0.8167977322604243,2.1888419782870927e-05
0.9084217264081931,2.3610977080820264e-05
0.9720647403072421,2.5261158021712903e-05
1.053127286027798,2.6905910735826297e-05
1.1044257498171177,2.8577804583835945e-05
1.1907004389173372,3.0227985524728588e-05
1.2990581565471835,3.18130277442702e-05
1.36078090709583,3.338449939686369e-05
1.429498902706657,3.497587454764777e-05
1.5220830285296267,3.642430639324488e-05
1.6024597659107533,3.7997587454764774e-05
1.6936722750548645,3.954825090470446e-05
1.7981894659839062,4.10934861278649e-05
1.9109363569861009,4.259439083232811e-05
2.0020117044623262,4.4046441495778045e-05
2.1264173372348205,4.571562123039807e-05
2.257818215069495,4.7235524728588655e-05
2.353831382589612,4.87192400482509e-05
2.498948427212875,5.018214716525935e-05
2.6383046817849305,5.167129071170084e-05
2.7617501828822237,5.300844390832328e-05
2.897814557425018,5.428045838359469e-05
3.049515362106803,5.5562424607961395e-05
3.225493782004389,5.682448733413751e-05
3.362106803218727,5.804041013268998e-05
3.538222384784199,5.928709288299156e-05
3.7286027798098025,6.045144752714113e-05
3.9357168983174833,6.141224366706876e-05
4.127743233357718,6.249336550060313e-05
4.356391733723481,6.343697225572979e-05
4.569678127286028,6.432539203860073e-05
4.7851591075347475,6.512243667068757e-05
4.99789685442575,6.595838359469241e-05
5.233129114850036,6.657810615199035e-05
5.464109363569861,6.728648974668275e-05
5.67328090709583,6.78030759951749e-05
5.900969275786394,6.826537997587455e-05
6.12289685442575,6.908685162846803e-05
6.359912216532552,6.953015681544029e-05
6.596927578639356,7.011188178528347e-05
6.849305047549378,7.058685162846804e-05
7.103054133138259,7.112243667068758e-05
7.3433613752743225,7.169240048250904e-05
7.637161667885881,7.230850422195416e-05
7.944678127286028,7.278890229191797e-05
8.227779809802486,7.331905910735826e-05
8.548326627651791,7.369179734620024e-05
8.846516093635698,7.427623642943306e-05
9.143608266276518,7.480367913148371e-05
9.48390636430139,7.532931242460796e-05
9.769888441843452,7.58648974668275e-05
10.044897585954645,7.622135102533173e-05
10.334171543525969,7.67388419782871e-05
10.638944769568397,7.717671893848009e-05
10.909016093635698,7.766254523522316e-05
11.184436722750547,7.809047044632086e-05
11.459034381858082,7.855910735826296e-05
11.721836137527431,7.903588661037395e-05
12.015499268471103,7.956966224366706e-05
