VDS,IDS
0.0031547183613752743,-2.5331724969843185e-08
0.06954096561814191,2.086248492159228e-06
0.12783467446964156,4.420386007237636e-06
0.17529261155815654,6.6278648974668275e-06
0.24250182882223847,8.810012062726176e-06
0.30875091441111924,1.1130579010856452e-05
0.3728054133138259,1.3329010856453558e-05
0.4453639356254572,1.5365500603136306e-05
0.5260149963423555,1.7916767189384797e-05
0.5876005852231163,2.0169481302774426e-05
0.6548098024871982,2.2498190591073584e-05
0.7122805413313825,2.4580820265379974e-05
0.7973207754206291,2.6891435464414955e-05
0.8790691294806144,2.9197527141133897e-05
0.9488844184345281,3.123311218335344e-05
1.0321415508412581,3.3509348612786486e-05
1.112381126554499,3.602804583835946e-05
1.1971470373079736,3.807086851628468e-05
1.2828730797366494,4.048281061519903e-05
1.3699707388441842,4.264776839565741e-05
1.4629663496708118,4.492852834740651e-05
1.5491038771031456,4.6917068757539204e-05
1.644705559619605,4.89689384800965e-05
1.7289228237015362,5.113661037394451e-05
1.832205559619605,5.322104945717732e-05
1.9180687637161666,5.521501809408926e-05
2.0304041697147035,5.7449638118214714e-05
2.140956474030724,5.932780458383595e-05
2.2530175566934894,6.128739445114595e-05
2.3525969275786394,6.339445114595898e-05
2.4667154352596925,6.526176115802171e-05
2.5783650329188,6.729101326899879e-05
2.7181327724945135,6.924698431845597e-05
2.848573518653987,7.123823884197828e-05
2.996159473299195,7.333534378769601e-05
3.1512893196781273,7.522889022919179e-05
3.323838697878566,7.71568154402895e-05
3.4658010241404535,7.897346200241254e-05
3.668937454279444,8.077382388419782e-05
3.865078639356254,8.254433051869722e-05
4.067666422823701,8.437726176115802e-05
4.300018288222384,8.609167671893847e-05
4.552532918800292,8.786218335343787e-05
4.811905632772494,8.934680337756334e-05
5.063185808339429,9.08449939686369e-05
5.352459765910753,9.215229191797346e-05
5.646534381858083,9.330850422195416e-05
5.961046086320409,9.455880579010856e-05
6.271031455742501,9.567249698431845e-05
6.595830285296269,9.663238841978286e-05
6.884281272860278,9.74900482509047e-05
7.170674835405998,9.827985524728587e-05
7.4646122896854425,9.90732810615199e-05
7.783787490855889,9.993184559710494e-05
8.126143013899048,0.00010071351025331724
8.456016825164594,0.00010155579010856454
8.793297366495976,0.00010224155609167671
9.120702267739576,0.00010300512665862484
9.493782004389173,0.00010373793727382389
9.810625457205559,0.00010433775633293124
10.169166057059254,0.00010502352231604342
10.46735552304316,0.00010568395657418577
10.77240307242136,0.00010611278648974668
11.051389904901242,0.00010661127864897466
11.319678127286027,0.0001071251507840772
11.597156181419166,0.00010758112183353438
11.917291514264813,0.000108125753920386
